enrollment_id,student_name,age,gender,city,course_name,course_category,course_fee,payment_status,completion_status,discount_code,enrollment_month,enrollment_year,referral_source,device_type
ENR1344,Rekha Trivedi,19,Female,kochi,Data Engineering with Python,DATA SCIENCE,₹13499,Failed,Incomplete,SUMMER25,Sep,2023,Walk-in,Desktop 
ENR1345,Tarun Menon,19,Female,mumbai,Social Media Marketing,Digital Marketing,Rs 3999,Pending,Incomplete,,May,2023,YouTube Ad,MOBILE
ENR1346,Sachin Joshi,20,FEMALE, Indore,Full Stack Web Development,Web Dev,14999,Failed,Incomplete,FLASHSALE,May,2023,Instagram Ad,MOBILE
ENR1347,Vishal Krishnan,44,male,Bhopl,Docker & Kubernetes,DEVOPS,Rs 12499,Paid,Incomplete,FESTIVE30,May,2024,YouTube Ad,mobile
ENR1348,Usha Deshpande,19,female,Chandighar,Social Media Marketing,digital marketing,Rs.3999,Paid,Completed,,Jul,2023,LinkedIn Post,Desktop 
ENR1390,Preeti Swamy,36,M,Bhopl,CI/CD Pipeline Mastery,DEVOPS,11999,Pending,Incomplete,ALUMNI20,Aug,2023,Instagram Ad,Desktop
ENR1350,Chitra Chopra,26,Female,CHENNAI,NLP with Python,Artifical Intelligence,INR 15999,Failed,Incomplete,FESTIVE30,Mar,2023,LinkedIn Post,mobile
ENR1351,KRISHNA KRISHNAN,,Male, Surat,Linux for DevOps,Devops,6999,Failed,Incomplete,CORP50,Aug,2023,Friend Referral,Tablet
ENR1352,Ananya Mane,,MALE,Ahemdabad,Power BI Analytics,Business analytics,Rs. 7499,Paid,Completed,,Mar,2023,Friend Referral,mobile
ENR1353,Bhagyalaxmi Jadhav,31,male,Ahemdabad,Multi-Cloud Architecture,Cloud Compuuting,17499,Paid,Incomplete,FESTIVE30,Apr,2024,Facebook Ad,Tablet
ENR1354,Ravi Srivastava,43,Female,Mysore,Power BI Analytics,BUSINESS ANALYTICS,₹7499,Paid,Completed,,Aug,2023,Facebook Ad,Desktop 
ENR1355,Ravi Krishnan,39,F,BANGALORE,Multi-Cloud Architecture,cloud compuing,Rs.17499,Paid,Incomplete,,Dec,2023,Facebook Ad,mobile
ENR1356,Padma Shah,35,MALE,delhi,Python for Data Science,DataScience,Rs.8999,Failed,Incomplete,,Jul,2023,Google Search,mobile
ENR1357,Mahesh Verma,24,MALE,MYSORE,SQL Masterclass,Programming ,INR. 4999,Paid,Incomplete,SUMMER25,Sep,2024,Google Search,Desktop
ENR1358,Abhishek More,43,M,gurugram,AI for Business Leaders,Artificial intelligence,Rs.11999,Paid,Incomplete,EARLYBIRD,Oct,2023,Google Search,MOBILE
ENR1359,Preeti Murthy,36,female,Kolkata,Ethical Hacking Bootcamp,Cybersecurity,INR 13999,Paid,Incomplete,WELCOME10,Feb,2024,Instagram Ad,Tablet
ENR1360,ankita thakur,36,male,Vishakhapatnam,Azure Fundamentals,cloud computing,₹11499,Paid,Incomplete,,Dec,2024,,Tablet
ENR1361,Vivek Bhosale,45,M,Coimbtor,Full Stack Web Development,web dev,₹14999,Failed,Incomplete,ALUMNI20,May,2023,Google Search,Tablet
ENR1362,Riya Swamy,20,MALE,MUMBAI,Power BI Analytics,Business Analytics,Rs. 7499,Paid,Completed,FESTIVE30,Jun,2024,Email Campaign,
ENR1363,Bhavna Rao,29,MALE,Dilli,NLP with Python,artificial Intelligence,Rs 15999,Paid,Incomplete,WELCOME10,Dec,2024,Google Search,mobile
ENR1364,Bhaskar Saxena,25,M,Visakhapatnam,React & Node.js Bootcamp,Web Development,INR 13999,Failed,Incomplete,FESTIVE30,May,2024,YouTube Ad,Tablet
ENR1405,,36,MALE,CHENNAI,Linux for DevOps,DEVOPS,INR. 6999,Failed,Incomplete,,Feb,2024,Facebook Ad,
ENR1366,Leela Chauhan,31,female,INDORE,Content Marketing Strategy,Digitall Marketing,Rs 3499,Failed,Incomplete,,Sep,2024,Facebook Ad,desktop
ENR1367,Prasad Shinde,34,Female,baroda,Network Security Essentials,cyber security,INR. 8499,Pending,Incomplete,,Aug,2023,Facebook Ad,Mobile
ENR1539,,37,Female,patna,Google Cloud Essentials,cloud compuing,INR 10999,Paid,Incomplete,,Jun,2023,Google Search,desktop
ENR1369,Sneha Chopra,22,FEMALE, Nagpur,Deep Learning Essentials,Artificial Intelligence,Rs 18499,Failed,Incomplete,,Nov,2023,Google Search,Desktop 
ENR1370,Pooja Trivedi,35,,PATNA,SQL Masterclass,programming,Rs.4999,Failed,Incomplete,ALUMNI20,Sep,2024,Instagram Ad,desktop
ENR1371,Sandeep Chaudhary,33,MALE,Mysuru,Java for Beginners,PROGRAMMING,Rs 4499,Paid,Completed,STUDENT15,Oct,2024,Instagram Ad,Mobile
ENR1372,Rekha Pillai,21,male,Baroda,Statistics for Data Science,DATA SCIENCE,Rs.7999,Paid,Completed,,Dec,2023,Friend Referral,Tablet
ENR1373,Amit Jadhav,26,M, Patna,Power BI Analytics,Busniess Analytics,INR 7499,Failed,Incomplete,NEW20,May,2023,Google Search,Desktop
ENR1374,Ajay Krishnan,29,,indore,ML with Scikit-Learn,Machine learning,Rs 9499,Failed,Incomplete,CORP50,Sep,2023,College Partnership,Desktop
ENR1375,Karthik Bajpai,44,F,Cochin,SQL Masterclass,Programing,Rs.4999,Paid,Completed,CORP50,May,2024,YouTube Ad,MOBILE
ENR1376,Ganesh Thakur,41,,COIMBATORE,Machine Learning Bootcamp,Machine learning,Rs. 16999,Failed,Incomplete,,Jul,2023,Email Campaign,Mobile
ENR1428,Leela Parikh,23,FEMALE,HYDERABAD,Python Programming Basics,PROGRAMMING,₹3999,Failed,Incomplete,WELCOME10,Sep,2023,Google Search,Mobile
ENR1378,Ankita Trivedi,39,F,PATNA,Full Stack Web Development,web development,14999,Failed,Incomplete,CORP50,Jan,2023,Google Search,mobile
ENR1379,Radha Joshi,35,Male,SURAT,Java for Beginners,Programing,Rs 4499,Pending,Incomplete,,Jul,2024,YouTube Ad,desktop
ENR1380,Bhaskar Singh,42,Male,bhubaneswar,Machine Learning Bootcamp,machine learning,INR 16999,Failed,Incomplete,STUDENT15,May,2023,Instagram Ad,
ENR1381,Suresh Patel,39,FEMALE,Vishakhapatnam,Django for Beginners,WEB DEVELOPMENT,INR 7999,Failed,Incomplete,,Mar,2024,Google Search,Desktop
ENR1443,Prakash Pillai,22,FEMALE,bangaluru,Content Marketing Strategy,DIGITAL MARKETING,₹3499,Paid,Completed,,Oct,2024,Facebook Ad,Tablet
ENR1383,Suresh Mane,18,male,Pune ,Docker & Kubernetes,DevOPS,Rs 12499,Failed,Incomplete,FLASHSALE,Sep,2024,Google Search,Tablet
ENR1384,Geeta Bajpai,20,Male,VADODARA,Deep Learning Essentials,MACHINE LEARNING,Rs. 18499,Failed,Incomplete,WELCOME10,Feb,2024,College Partnership,Mobile
ENR1385,,18,M, Delhi,Network Security Essentials,Cyber security,Rs.8499,Paid,Completed,,Sep,2023,LinkedIn Post,desktop
ENR1386,Swati Reddy,31,F,Surt,DevOps Foundations,devops,INR. 10499,Pending,Incomplete,CORP50,Apr,2023,Google Search,Desktop
ENR1387,Sowmya Natarajan,35,FEMALE,patna,Advanced Excel Dashboarding,PROGRAMMING,Rs. 3499,Paid,Completed,WELCOME10,Jun,2023,College Partnership,desktop
ENR1388,Kunal Agarwal,28,Female,Ahemdabad,Social Media Marketing,Digital marketing,INR 3999,Paid,Completed,SUMMER25,Nov,2024,WhatsApp Group,Desktop
ENR1389,Pooja Bhatt,26,MALE,ahmedabad,Business Intelligence Reporting,business analytics,Rs 6999,Paid,Completed,,Oct,2023,Email Campaign,Desktop 
ENR1390,Preeti Swamy,36,M,Bhopl,CI/CD Pipeline Mastery,DEVOPS,11999,Pending,Incomplete,ALUMNI20,Aug,2023,Instagram Ad,Desktop
ENR1490,Rajesh Subramaniam,41,Female,Chennai,Cyber Security Fundamentals,CyberSecurity,9999,Failed,Incomplete,REFER10,Aug,2024,College Partnership,Tablet
ENR1392,Mythili Venkatesh,,MALE,Cochin,Business Intelligence Reporting,data Science,Rs.6999,Paid,Completed,,Aug,2023,Facebook Ad,
ENR1493,Sneha More,23,FEMALE,kolkatta,CI/CD Pipeline Mastery,DevOPS,Rs. 11999,Paid,Incomplete,WELCOME10,Sep,2023,Facebook Ad,Desktop 
ENR1394,Sowmya Shinde,,MALE,MYSORE,Data Engineering with Python,DataScience,₹13499,Pending,Incomplete,EARLYBIRD,Aug,2023,Facebook Ad,desktop
ENR1395,Alok Goswami,35,, Delhi,Deep Learning Essentials,AI,Rs. 18499,Failed,Incomplete,EARLYBIRD,May,2023,YouTube Ad,Mobile
ENR1396,,18,MALE,bhubaneswar,ML with Scikit-Learn,Machne Learning,INR. 9499,Failed,Incomplete,,Aug,2024,Facebook Ad,Desktop
ENR1397,Pavan Gupta,30,Female,Bhuvaneshwar,NLP with Python,Artifical Intelligence,₹15999,Failed,Incomplete,,Nov,2024,College Partnership,Tablet
ENR1398,Kavitha Das,20,Male, delhi,Social Media Marketing,Digital marketing,3999,Pending,Incomplete,,Jan,2023,,MOBILE
ENR1399,Lokesh Krishnan ,41,FEMALE,Ahemdabad,DevOps Foundations,DevOps,10499,Failed,Incomplete,SUMMER25,Nov,2023,Google Search,mobile
ENR1400,Vinod Gowda,34,Female,Visakhapatnam,AI for Business Leaders,AI,Rs. 11999,Pending,Incomplete,,Oct,2024,Facebook Ad,desktop
ENR1401,Bhaskar Yadav,26,F,Delhi,CI/CD Pipeline Mastery,DevOps,11999,Failed,Incomplete,,May,2023,Facebook Ad,desktop
ENR1402,Shobha Patel,44,Female,Lucknow,Deep Learning Essentials,MACHINE LEARNING,Rs. 18499,Paid,Completed,EARLYBIRD,Jun,2024,WhatsApp Group,mobile
ENR1403,,21,,coimbatore,Python for Data Science, Data Science,8999,Failed,Incomplete,,Jun,2024,LinkedIn Post,Mobile
ENR1404,Aditya Gowda,41,M, mumbai,Deep Learning Essentials,artificial Intelligence,INR. 18499,Pending,Incomplete,,Jun,2023,Friend Referral,Desktop
ENR1405,,36,MALE,CHENNAI,Linux for DevOps,DEVOPS,INR. 6999,Failed,Incomplete,,Feb,2024,Facebook Ad,
ENR1406,Leela Chauhan,,Male,Indore,Data Engineering with Python,DATA SCIENCE,₹13499,Paid,Completed,NEW20,Mar,2023,Facebook Ad,
ENR1407,Prasad Bhosale,20,FEMALE,RANCHI,SEO & SEM Masterclass,digital Markting,INR 4999,Paid,Incomplete,,Nov,2023,Friend Referral,mobile
ENR1408,Preeti Mehta,31,Male,HYDERABAD,Full Stack Web Development,Web Development,Rs 14999,Paid,Completed,FESTIVE30,Dec,2023,College Partnership,MOBILE
ENR1409,Shweta Pillai,38,female,PUNE,CI/CD Pipeline Mastery,devops,Rs. 11999,Failed,Incomplete,,Dec,2023,Google Search,Mobile
ENR1410,Manjula Deshpande,25,male,bhubaneswar,Business Intelligence Reporting,Business Analytics,INR 6999,Paid,Incomplete,EARLYBIRD,Aug,2023,Google Search,Mobile
ENR1411,Vishal Sharma,40,MALE, Patna,Deep Learning Essentials,Artificial Intelligence,INR. 18499,Pending,Incomplete,,Nov,2023,Google Search,mobile
ENR1412, Sunil Srivastava,21,MALE, Bhopal,Deep Learning Essentials,Artificial Intelligence,₹18499,Paid,Completed,,Jul,2024,Facebook Ad,Desktop
ENR1413,Karan Shukla,30,FEMALE,Luckhnow,Python for Data Science,data science,INR 8999,Paid,Incomplete,,Dec,2023,WhatsApp Group,Mobile
ENR1414,Lakshmi Bhatt,25,MALE,Dilli,Google Cloud Essentials,cloud computing,10999,Failed,Incomplete,,Nov,2024,Walk-in,Tablet
ENR1415,Nisha Natarajan,44,,Noida ,Python Programming Basics,Programming ,INR 3999,Paid,Completed,EARLYBIRD,May,2023,LinkedIn Post,
ENR1416,Girish Yadav,,M,Patna,DevOps Foundations,Devops,Rs 10499,Paid,Incomplete,,May,2024,Friend Referral,Desktop 
ENR1417,Karthik Mehta,28,female,Baroda,Digital Marketing Pro,Digitall Marketing,₹5999,Failed,Incomplete,,Jul,2024,Facebook Ad,Desktop
ENR1418,Smita Gupta,31,female,Mumbai ,AI for Business Leaders,Artificial Intelligence,11999,Failed,Incomplete,FLASHSALE,Mar,2023,YouTube Ad,desktop
ENR1419,lokesh thakur,32,M,visakhapatnam,Machine Learning Bootcamp,ML,INR. 16999,Pending,Incomplete,WELCOME10,Mar,2023,Instagram Ad,mobile
ENR1420,Rajesh Reddy,29,FEMALE,nagpur,AWS Cloud Practitioner,Cloud Compuuting,12999,Paid,Completed,,Jun,2023,Friend Referral,Desktop 
ENR1421,Vishal Rajan,32,Female,pune,Advanced Excel Dashboarding,Programming,Rs.3499,Paid,Completed,NEW20,Sep,2024,YouTube Ad,Desktop 
ENR1422,Rajeev Singh,23,Male,bhopal,Python for Data Science,Data science,INR. 8999,Paid,Completed,EARLYBIRD,Aug,2023,LinkedIn Post,mobile
ENR1423,,30,Female,DELHI,Digital Marketing Pro,Digitall Marketing,INR. 5999,Failed,Incomplete,,Nov,2024,Email Campaign,Desktop 
ENR1424,Pallavi Nair,22,female,mysore,Network Security Essentials,Cyber security,₹8499,Paid,Completed,WELCOME10,Oct,2024,Instagram Ad,desktop
ENR1425,Pavan Kulkarni,18,Male,Visakhapatnam,AI for Business Leaders,AI,11999,Pending,Incomplete,CORP50,Nov,2023,Instagram Ad,MOBILE
ENR1426,Shalini Rajan,41,Female,Coimbatore ,AI for Business Leaders,Artifical Intelligence,Rs 11999,Paid,Incomplete,STUDENT15,Sep,2023,Friend Referral,mobile
ENR1427,Manjula Subramaniam ,45,Female, Indore,CI/CD Pipeline Mastery,devops,INR. 11999,Failed,Incomplete,,May,2024,Friend Referral,desktop
ENR1428,Leela Parikh,23,FEMALE,HYDERABAD,Python Programming Basics,PROGRAMMING,₹3999,Failed,Incomplete,WELCOME10,Sep,2023,Google Search,Mobile
ENR1429,,21,M,Kolkatta,Cyber Security Fundamentals,cyber security,INR 9999,Pending,Incomplete,CORP50,Jun,2024,Email Campaign,MOBILE
ENR1430,MYTHILI KULKARNI,,FEMALE,Coimbtor,Ethical Hacking Bootcamp,Cyber Security,13999,Paid,Completed,,Sep,2023,Facebook Ad,Tablet
ENR1431,Rajesh Singh,42,F,MYSORE,Network Security Essentials,CYBER SECURITY,INR 8499,Failed,Incomplete,STUDENT15,May,2023,Facebook Ad,Desktop 
ENR1432,Komal Chauhan,22,male,vadodara,SEO & SEM Masterclass,digital marketing,INR 4999,Failed,Incomplete,,Nov,2023,Friend Referral,Tablet
ENR1433,Varun Kulkarni,29,Female,vizag,Tableau for Analysts,Busniess Analytics,Rs.6499,Pending,Incomplete,ALUMNI20,Sep,2024,WhatsApp Group,desktop
ENR1434,Rina Shukla,30,female,NOIDA,AWS Cloud Practitioner,CLOUD COMPUTING,INR. 12999,Failed,Incomplete,,Feb,2024,Google Search,MOBILE
ENR1435, Smita Kumar,33,M,VIZAG,Data Engineering with Python,data science,INR. 13499,Paid,Incomplete,,Jul,2024,Google Search,Mobile
ENR1436,Siddharth Desai,25,M,baroda,ML with Scikit-Learn,machine learning,Rs. 9499,Paid,Incomplete,,Jul,2023,Email Campaign,desktop
ENR1437,Preeti Parikh,42,Male,COIMBATORE,NLP with Python,Artificial Intelligence,INR 15999,Paid,Incomplete,,Jul,2023,LinkedIn Post,Desktop 
ENR1438,Hemlata Chaudhary,,Female,MYSORE,Statistics for Data Science, Data Science,INR 7999,Paid,Incomplete,,Mar,2024,Google Search,
ENR1439,Ramesh Hegde,26,MALE,Bhuvaneshwar,Deep Learning Essentials,machine learning,₹18499,Paid,Incomplete,NEW20,Feb,2024,Google Search,Desktop 
ENR1440,Lokesh Pillai,45,male, Jaipur,Time Series Forecasting,Machine learning,INR 10999,Pending,Incomplete,REFER10,Sep,2024,Facebook Ad,Tablet
ENR1441,saritha deshpande,43,,CHANDIGARH,Business Intelligence Reporting,Business Analytics,6999,Paid,Completed,,Jun,2023,YouTube Ad,
ENR1442,Padma Mishra,21,M,Coimbatore ,Docker & Kubernetes,DEVOPS,12499,Pending,Incomplete,EARLYBIRD,Jan,2023,LinkedIn Post,desktop
ENR1443,Prakash Pillai,22,FEMALE,bangaluru,Content Marketing Strategy,DIGITAL MARKETING,₹3499,Paid,Completed,,Oct,2024,Facebook Ad,Tablet
ENR1444,Kavya Sharma,22,M,GURGAON,DevOps Foundations,DevOPS,INR. 10499,Paid,Incomplete,NEW20,Mar,2024,LinkedIn Post,mobile
ENR1445,,27,,AHMEDABAD,Deep Learning Essentials,Artifical Intelligence,Rs.18499,Failed,Incomplete,CORP50,Dec,2023,LinkedIn Post,Desktop
ENR1446,shobha rajan,19,Male,Gurgoan,Tableau for Analysts,business Anaytics,Rs.6499,Paid,Completed,ALUMNI20,Apr,2023,Friend Referral,Mobile
ENR1447,Karan Swamy,,Male,Chandighar,Time Series Forecasting,Machine learning,INR. 10999,Paid,Completed,,Dec,2024,College Partnership,
ENR1448,,25,Female,DELHI,Google Cloud Essentials,Cloud Compuuting,Rs. 10999,Paid,Incomplete,NEW20,Mar,2024,Facebook Ad,mobile
ENR1449,Sameer Shinde,41,F, Lucknow,CI/CD Pipeline Mastery,DevOps,Rs.11999,Pending,Incomplete,CORP50,Aug,2024,Instagram Ad,Mobile
ENR1450,Rajesh Bhat,40,female,gurgaon,Django for Beginners,Web Dev,₹7999,Paid,Completed,STUDENT15,Nov,2023,YouTube Ad,Tablet
ENR1451,Sowmya Shukla,41,F,Luckhnow,Multi-Cloud Architecture,cloud compuing,Rs 17499,Paid,Incomplete,,Sep,2023,Walk-in,Desktop 
ENR1452,Juhi Mane,42,Male,ranchi,Django for Beginners,web dev,INR 7999,Paid,Completed,WELCOME10,Mar,2023,WhatsApp Group,desktop
ENR1453,Srinivas Swamy,41,Female, mumbai,Cyber Security Fundamentals,Cyber Security,Rs. 9999,Paid,Completed,,Nov,2023,Instagram Ad,Tablet
ENR1454,Rajesh Patil,37,F,NAGPUR,Power BI Analytics,business analytics,7499,Paid,Completed,FESTIVE30,Aug,2023,Friend Referral,Tablet
ENR1455,Mythili Bhatt,27,F,Heyderabad,Docker & Kubernetes,DEVOPS,12499,Paid,Incomplete,,Feb,2024,Facebook Ad,Mobile
ENR1456,VIVEK TRIVEDI,33,MALE, Chennai,Excel for Business,business Anaytics,₹2999,Failed,Incomplete,NEW20,Jan,2024,Email Campaign,Tablet
ENR1457,Leela Subramaniam,26,Male,Mumabi,Java for Beginners,Programming,Rs. 4499,Failed,Incomplete,STUDENT15,Apr,2023,College Partnership,Mobile
ENR1458,,21,M,Visakhapatnam,DevOps Foundations,devops,INR 10499,Paid,Completed,,Dec,2024,Walk-in,desktop
ENR1459,,,female,Indore,CI/CD Pipeline Mastery,DevOPS,11999,Pending,Incomplete,ALUMNI20,Nov,2024,Friend Referral,Desktop
ENR1460,Rahul Kapoor,39,Male,Lucknow,Business Intelligence Reporting,DATA SCIENCE,Rs 6999,Pending,Incomplete,REFER10,Apr,2024,LinkedIn Post,Tablet
ENR1461,Meera Parikh,,female,SURAT,AWS Cloud Practitioner,Cloud Compuuting,Rs 12999,Paid,Incomplete,FLASHSALE,Oct,2023,College Partnership,Tablet
ENR1462,Ajay Bhatt,18,Female, Nagpur,Network Security Essentials,Cyber security,Rs 8499,Paid,Completed,FESTIVE30,Nov,2024,YouTube Ad,Desktop 
ENR1463,Harish Swamy,26,,pune,SQL Masterclass,PROGRAMMING,4999,Failed,Incomplete,,Sep,2024,LinkedIn Post,Desktop
ENR1464,Karan Verma,21,Female,Gurgoan,Deep Learning Essentials,AI,18499,Failed,Incomplete,STUDENT15,Dec,2023,Walk-in,Desktop
ENR1531,Karthik Kulkarni,22,F,Coimbatore ,CI/CD Pipeline Mastery,Dev Ops,Rs 11999,Paid,Incomplete,EARLYBIRD,Jun,2023,Facebook Ad,Tablet
ENR1466,Saritha Hegde,42,,NAGPUR,Power BI Analytics,business Anaytics,Rs 7499,Failed,Incomplete,,Nov,2024,LinkedIn Post,MOBILE
ENR1467,,28,MALE,PATNA,Machine Learning Bootcamp,ML,Rs 16999,Failed,Incomplete,,Feb,2023,Instagram Ad,mobile
ENR1468,Dinesh Bose,36,MALE,vizag,Python Programming Basics,Programing,3999,Pending,Incomplete,SUMMER25,Dec,2024,Google Search,
ENR1469,Manjula Bose,38,female,SURAT,DevOps Foundations,DEVOPS,₹10499,Pending,Incomplete,,Dec,2024,Facebook Ad,
ENR1470,Archana Bhosale,39,male,Coimbtor,DevOps Foundations,Devops,Rs 10499,Paid,Completed,FESTIVE30,Apr,2023,Facebook Ad,Mobile
ENR1471,Neha Reddy,30,male,vizag,Data Engineering with Python, Data Science,Rs.13499,Failed,Incomplete,CORP50,Nov,2024,,Tablet
ENR1472,Manjula Reddy,30,FEMALE,patna,Business Intelligence Reporting,Data science,6999,Pending,Incomplete,,Dec,2024,Facebook Ad,mobile
ENR1473,Ramesh Solanki,20,female,Chandighar,Power BI Analytics,BUSINESS ANALYTICS,Rs.7499,Paid,Incomplete,WELCOME10,Apr,2023,LinkedIn Post,mobile
ENR1474,Kavya Deshpande,,female,Lucknow,Cyber Security Fundamentals,Cyber Security,INR. 9999,Pending,Incomplete,,Jul,2024,YouTube Ad,
ENR1475,Naresh Chopra,39,FEMALE,INDORE,ML with Scikit-Learn,MACHINE LEARNING,Rs. 9499,Paid,Incomplete,SUMMER25,Jun,2024,College Partnership,Tablet
ENR1476,Vijaya Chopra,40,M,Mysuru,Ethical Hacking Bootcamp,Cyber Security,Rs.13999,Paid,Incomplete,EARLYBIRD,Oct,2024,LinkedIn Post,desktop
ENR1477,Ajay More,22,Male,baroda,Deep Learning Essentials,Machne Learning,Rs. 18499,Failed,Incomplete,STUDENT15,Feb,2024,College Partnership,Mobile
ENR1478,vijay bajpai,28,M,Indor,Deep Learning Essentials,MACHINE LEARNING,Rs. 18499,Failed,Incomplete,,Nov,2023,Google Search,Desktop 
ENR1479,Sneha Rao,25,male,Luckhnow,SEO & SEM Masterclass,DIGITAL MARKETING,INR 4999,Failed,Incomplete,SUMMER25,Apr,2024,Email Campaign,MOBILE
ENR1480,Kavya Shinde,28,F,Vizag,Business Intelligence Reporting,data Science,Rs.6999,Paid,Completed,,Oct,2023,Email Campaign,desktop
ENR1481,Ashok Goswami,35,M,patna,Digital Marketing Pro,digital Markting,Rs.5999,Paid,Incomplete,,Feb,2023,YouTube Ad,Desktop
ENR1482,Rajesh Rajan,41,male, noida,Content Marketing Strategy,Digital marketing,Rs.3499,Paid,Completed,WELCOME10,Dec,2023,Email Campaign,Desktop 
ENR1483,Ajay Solanki,21,male,mumbai,Deep Learning Essentials,AI,₹18499,Failed,Incomplete,ALUMNI20,Sep,2023,Friend Referral,mobile
ENR1484,Ganesh Kumar,19,male, Pune,Python Programming Basics,programing,INR. 3999,Paid,Completed,CORP50,Aug,2024,YouTube Ad,Tablet
ENR1485,,37,F,jaipur,Django for Beginners,web development,INR 7999,Paid,Completed,,Nov,2024,Google Search,Tablet
ENR1486,Preeti Gowda,23,Female,Chandigarh,Digital Marketing Pro,Digital marketing,Rs.5999,Paid,Completed,WELCOME10,May,2023,Friend Referral,
ENR1487,Ananya Verma,44,F,Bhopal,AI for Business Leaders,Artificial intelligence,Rs. 11999,Paid,Incomplete,REFER10,Dec,2024,College Partnership,Desktop
ENR1488,Indira Gowda,41,female,Coimbatore,Business Intelligence Reporting,business Anaytics,Rs 6999,Paid,Completed,FLASHSALE,Dec,2024,LinkedIn Post,Desktop
ENR1489,Nisha Bose,42,male,Puna,Linux for DevOps,DEVOPS,Rs. 6999,Failed,Incomplete,,Aug,2024,Facebook Ad,MOBILE
ENR1490,Rajesh Subramaniam,41,Female,Chennai,Cyber Security Fundamentals,CyberSecurity,9999,Failed,Incomplete,REFER10,Aug,2024,College Partnership,Tablet
ENR1491,Pavan Gowda,37,M,Bangalore,AI for Business Leaders,Artifical Intelligence,INR. 11999,Pending,Incomplete,,Jun,2024,YouTube Ad,Mobile
ENR1492,,22,, Kochi,Content Marketing Strategy,Digital marketing,Rs 3499,Failed,Incomplete,CORP50,Oct,2024,WhatsApp Group,desktop
ENR1493,Sneha More,23,FEMALE,kolkatta,CI/CD Pipeline Mastery,DevOPS,Rs. 11999,Paid,Incomplete,WELCOME10,Sep,2023,Facebook Ad,Desktop 
ENR1494,simran nair,35,FEMALE,CHENNAI,SQL Masterclass,programing,Rs 4999,Paid,Completed,,Nov,2024,Friend Referral,Desktop 
ENR1518,Rahul Nair,34,F,Vizag,Network Security Essentials,Cybersecurity,Rs 8499,Paid,Completed,,Oct,2024,Friend Referral,MOBILE
ENR1496,Prasad Mane,43,FEMALE, Ranchi,Docker & Kubernetes,DevOps,12499,Failed,Incomplete,,Sep,2024,YouTube Ad,
ENR1497,Shruti Shah,44,male,Patna,React & Node.js Bootcamp,Web development,13999,Failed,Incomplete,WELCOME10,Jan,2023,,desktop
ENR1498,,38,Male,Puna,Power BI Analytics,business analytics,₹7499,Paid,Incomplete,,Dec,2023,LinkedIn Post,desktop
ENR1499,Satish Kapoor,30,M,ahmedabad,Google Cloud Essentials,CLOUD COMPUTING,Rs 10999,Pending,Incomplete,,Jul,2024,Email Campaign,MOBILE
ENR1500,Sameer Bhosale,25,,Chandigarh,Network Security Essentials,Cybersecurity,INR 8499,Paid,Incomplete,WELCOME10,Jan,2023,YouTube Ad,Desktop 
ENR1501,Krishna Kulkarni,20,Female, Nagpur,React & Node.js Bootcamp,WEB DEVELOPMENT,13999,Failed,Incomplete,,Mar,2023,LinkedIn Post,mobile
ENR1502,Riya Murthy,,MALE,Chandigarh,Python for Data Science,DATA SCIENCE,INR. 8999,Failed,Incomplete,,Jul,2024,YouTube Ad,Desktop
ENR1503,Lakshmi Subramaniam,45,MALE,Hydrabad,Multi-Cloud Architecture,CLOUD COMPUTING,₹17499,Paid,Completed,WELCOME10,Jun,2023,Facebook Ad,mobile
ENR1504,ramesh jadhav,27,F, Chennai,Django for Beginners,web development,Rs 7999,Failed,Incomplete,,Aug,2023,Instagram Ad,Tablet
ENR1505,,30,F,mysuru,Digital Marketing Pro,digital marketing,Rs 5999,Failed,Incomplete,,Nov,2024,Walk-in,
ENR1506,Rekha Iyer,35,FEMALE, Delhi,AWS Cloud Practitioner,cloud computing,Rs 12999,Failed,Incomplete,,Mar,2024,Google Search,MOBILE
ENR1507,Sandeep Venkatesh,45,F,new delhi,AI for Business Leaders,Artifical Intelligence,Rs.11999,Paid,Incomplete,SUMMER25,Nov,2023,Facebook Ad,Mobile
ENR1508, Monika More,27,MALE,Chandigarh,SEO & SEM Masterclass,Digital marketing,Rs 4999,Failed,Incomplete,SUMMER25,Jan,2024,,Tablet
ENR1509,Pranav Pillai,36,male,Surat,Advanced Excel Dashboarding,PROGRAMMING,Rs 3499,Failed,Incomplete,,Nov,2023,Friend Referral,Mobile
ENR1510,Sunil Pandey,22,MALE, Jaipur,Business Intelligence Reporting,Data science,INR. 6999,Failed,Incomplete,,Feb,2024,College Partnership,Desktop
ENR1511,Usha Mane,43,male, noida,Advanced Excel Dashboarding,PROGRAMMING,Rs. 3499,Paid,Completed,,Jul,2023,College Partnership,Tablet
ENR1512,Kavitha Kapoor ,40,female,Surt,Social Media Marketing,Digitall Marketing,Rs 3999,Paid,Completed,,Nov,2023,LinkedIn Post,Mobile
ENR1513,Aarav Malhotra,34,MALE,KOCHI,Multi-Cloud Architecture,CLOUD COMPUTING,Rs. 17499,Failed,Incomplete,CORP50,Feb,2023,Google Search,Desktop 
ENR1514,Vijay Tiwari,18,female,Pune ,Tableau for Analysts,Business analytics,6499,Paid,Completed,WELCOME10,Mar,2023,Instagram Ad,desktop
ENR1515,Siddharth Chopra,29,F,KOCHI,Cyber Security Fundamentals,CyberSecurity,Rs 9999,Failed,Incomplete,,Sep,2024,Email Campaign,Tablet
